Epoch,X,Y_Label,W,b,net,fnet,dw,dz,db
10,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-0.0006, 0.0175,-0.0028,..., 0.001 ,-0.0121, 0.0028],
 [ 0.0047, 0.0109,-0.0015,..., 0.003 ,-0.0284, 0.0142],
 [ 0.0055, 0.0063, 0.0069,...,-0.0085,-0.0086,-0.0046],
 ...,
 [-0.0022, 0.0096,-0.0171,...,-0.0038,-0.0128, 0.0188],
 [ 0.0062,-0.0014, 0.0096,..., 0.0109,-0.0132,-0.0082],
 [ 0.0093,-0.001 , 0.0072,..., 0.002 , 0.016 , 0.0034]]","[[-0.0096, 0.0129, 0.0042,-0.0015, 0.0041, 0.0038,-0.0059, 0.0043,-0.0189,
   0.0066]]","[ 45.5311, -1.1602, -8.5128,  3.3737,-23.2558,-17.6062,  6.4561,  1.3579,
  10.7394,-16.9879]","[1.0000e+00,5.2750e-21,3.3807e-24,4.9119e-19,1.3373e-30,3.8002e-28,
 1.0714e-17,6.5438e-20,7.7651e-16,7.0526e-28]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-6.6613e-16, 5.2750e-21, 3.3807e-24, 4.9119e-19, 1.3373e-30, 3.8002e-28,
  1.0714e-17, 6.5438e-20, 7.7651e-16, 7.0526e-28]","[[ 0.0709,-0.0062,-0.0692, 0.0606,-0.0122,-0.0948, 0.0206, 0.006 , 0.1114,
  -0.0871]]"
11,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-0.0006, 0.0175,-0.0028,..., 0.001 ,-0.0121, 0.0028],
 [ 0.0047, 0.0109,-0.0015,..., 0.003 ,-0.0284, 0.0142],
 [ 0.0055, 0.0063, 0.0069,...,-0.0085,-0.0086,-0.0046],
 ...,
 [-0.0022, 0.0096,-0.0171,...,-0.0038,-0.0128, 0.0188],
 [ 0.0062,-0.0014, 0.0096,..., 0.0109,-0.0132,-0.0082],
 [ 0.0093,-0.001 , 0.0072,..., 0.002 , 0.016 , 0.0034]]","[[-0.0091, 0.0083,-0.0027,-0.0029, 0.0061, 0.0123,-0.0079, 0.006 ,-0.0115,
   0.0013]]","[ 31.4131, -0.4636,  2.3687, -4.8916,-21.0289, -1.9517,  3.826 ,  0.6153,
  -4.5913, -5.3608]","[1.0000e+00,1.4325e-14,2.4332e-13,1.7103e-16,1.6778e-23,3.2349e-15,
 1.0449e-12,4.2138e-14,2.3093e-16,1.0697e-16]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-1.3485e-12, 1.4325e-14, 2.4332e-13, 1.7103e-16, 1.6778e-23, 3.2349e-15,
  1.0449e-12, 4.2138e-14, 2.3093e-16, 1.0697e-16]","[[-0.0053, 0.0451, 0.0688, 0.0141,-0.02  ,-0.085 , 0.0206,-0.0178,-0.074 ,
   0.0535]]"
12,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-0.0006, 0.0175,-0.0028,..., 0.001 ,-0.0121, 0.0028],
 [ 0.0047, 0.0109,-0.0015,..., 0.003 ,-0.0284, 0.0142],
 [ 0.0055, 0.0063, 0.0069,...,-0.0085,-0.0086,-0.0046],
 ...,
 [-0.0022, 0.0096,-0.0171,...,-0.0038,-0.0128, 0.0188],
 [ 0.0062,-0.0014, 0.0096,..., 0.0109,-0.0132,-0.0082],
 [ 0.0093,-0.001 , 0.0072,..., 0.002 , 0.016 , 0.0034]]","[[-0.0085, 0.0114, 0.001 , 0.0003, 0.002 , 0.0155,-0.0087, 0.005 ,-0.025 ,
   0.0072]]","[ 33.5724, -6.8939,-10.7568, -7.5597,-18.6409, 11.9872,  0.3906,  2.8285,
   8.2737,-13.2659]","[1.0000e+00,2.6651e-18,5.5980e-20,1.3694e-18,2.1089e-23,4.2234e-10,
 3.8842e-15,4.4469e-14,1.0302e-11,4.5538e-21]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-4.3269e-10, 2.6651e-18, 5.5980e-20, 1.3694e-18, 2.1089e-23, 4.2234e-10,
  3.8842e-15, 4.4469e-14, 1.0302e-11, 4.5538e-21]","[[-0.006 ,-0.0304,-0.0362,-0.0315, 0.0408,-0.032 , 0.008 , 0.0105, 0.1357,
  -0.059 ]]"
13,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-0.0006, 0.0175,-0.0028,..., 0.001 ,-0.0121, 0.0028],
 [ 0.0047, 0.0109,-0.0015,..., 0.003 ,-0.0284, 0.0142],
 [ 0.0055, 0.0063, 0.0069,...,-0.0085,-0.0086,-0.0046],
 ...,
 [-0.0022, 0.0096,-0.0171,...,-0.0038,-0.0128, 0.0188],
 [ 0.0062,-0.0014, 0.0096,..., 0.0109,-0.0132,-0.0082],
 [ 0.0093,-0.001 , 0.0072,..., 0.002 , 0.016 , 0.0034]]","[[-0.0092, 0.0079, 0.0015,-0.0012, 0.0065, 0.0141,-0.0083, 0.0062,-0.0158,
  -0.0017]]","[ 35.3566, -3.751 , -5.3422, -2.5788,-24.3902, 16.4779, -0.7095,  1.3334,
 -11.4248, -5.0361]","[1.0000e+00,1.0370e-17,2.1122e-18,3.3484e-17,1.1279e-26,6.3250e-09,
 2.1712e-16,1.6746e-15,4.8203e-21,2.8686e-18]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-6.3250e-09, 1.0370e-17, 2.1122e-18, 3.3484e-17, 1.1279e-26, 6.3250e-09,
  2.1712e-16, 1.6746e-15, 4.8203e-21, 2.8686e-18]","[[ 0.0074, 0.0344,-0.0051, 0.0145,-0.0452, 0.014 ,-0.0042,-0.0126,-0.0924,
   0.0891]]"
14,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-0.0006, 0.0175,-0.0028,..., 0.001 ,-0.0121, 0.0028],
 [ 0.0047, 0.0109,-0.0015,..., 0.003 ,-0.0284, 0.0142],
 [ 0.0055, 0.0063, 0.0069,...,-0.0085,-0.0086,-0.0046],
 ...,
 [-0.0022, 0.0096,-0.0171,...,-0.0038,-0.0128, 0.0188],
 [ 0.0062,-0.0014, 0.0096,..., 0.0109,-0.0132,-0.0082],
 [ 0.0093,-0.001 , 0.0072,..., 0.002 , 0.016 , 0.0034]]","[[-0.0089, 0.0098, 0.0017,-0.0004,-0.0009, 0.0156,-0.0088, 0.0049,-0.0205,
   0.0075]]","[ 33.9233, -8.849 , -4.8414, -4.6131,-17.8228, 12.7358,  0.583 ,  2.8028,
   4.7255,-18.7089]","[1.0000e+00,2.6561e-19,1.4613e-17,1.8359e-17,3.3649e-23,6.2865e-10,
 3.3151e-15,3.0517e-14,2.0873e-13,1.3871e-23]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-6.2889e-10, 2.6561e-19, 1.4613e-17, 1.8359e-17, 3.3649e-23, 6.2865e-10,
  3.3151e-15, 3.0517e-14, 2.0873e-13, 1.3871e-23]","[[-0.0027,-0.0188,-0.0023,-0.0077, 0.0742,-0.0153, 0.0043, 0.0139, 0.0466,
  -0.0923]]"
15,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-0.0006, 0.0175,-0.0028,..., 0.001 ,-0.0121, 0.0028],
 [ 0.0047, 0.0109,-0.0015,..., 0.003 ,-0.0284, 0.0142],
 [ 0.0055, 0.0063, 0.0069,...,-0.0085,-0.0086,-0.0046],
 ...,
 [-0.0022, 0.0096,-0.0171,...,-0.0038,-0.0128, 0.0188],
 [ 0.0062,-0.0014, 0.0096,..., 0.0109,-0.0132,-0.0082],
 [ 0.0093,-0.001 , 0.0072,..., 0.002 , 0.016 , 0.0034]]","[[-0.0096, 0.0092, 0.0014,-0.0005, 0.0052, 0.0153,-0.0091, 0.0063,-0.0179,
  -0.0003]]","[ 34.6873, -6.8197, -4.6592, -3.3596,-27.7535, 14.4247,  0.2691,  0.7897,
  -1.2378, -6.4057]","[1.0000e+00,9.4133e-19,8.1664e-18,2.9951e-17,7.6258e-28,1.5850e-09,
 1.1281e-15,1.8986e-15,2.4999e-16,1.4241e-18]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-1.5850e-09, 9.4133e-19, 8.1664e-18, 2.9951e-17, 7.6258e-28, 1.5850e-09,
  1.1281e-15, 1.8986e-15, 2.4999e-16, 1.4241e-18]","[[ 0.0062, 0.0058, 0.0036, 0.001 ,-0.0609, 0.0031, 0.0036,-0.0146,-0.0256,
   0.0778]]"
16,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-0.0006, 0.0175,-0.0028,..., 0.001 ,-0.0121, 0.0028],
 [ 0.0047, 0.0109,-0.0015,..., 0.003 ,-0.0284, 0.0142],
 [ 0.0055, 0.0063, 0.0069,...,-0.0085,-0.0086,-0.0046],
 ...,
 [-0.0022, 0.0096,-0.0171,...,-0.0038,-0.0128, 0.0188],
 [ 0.0062,-0.0014, 0.0096,..., 0.0109,-0.0132,-0.0082],
 [ 0.0093,-0.001 , 0.0072,..., 0.002 , 0.016 , 0.0034]]","[[-0.0094, 0.0094, 0.0015,-0.0005,-0.0002, 0.0163,-0.0093, 0.005 ,-0.0199,
   0.0071]]","[ 33.4892, -7.4578, -5.2586, -3.271 ,-19.1085, 13.0322,  0.2896,  2.3872,
   3.1093,-17.2763]","[1.0000e+00,1.6479e-18,1.4862e-17,1.0846e-16,1.4358e-23,1.3052e-09,
 3.8161e-15,3.1087e-14,6.4003e-14,8.9714e-23]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-1.3053e-09, 1.6479e-18, 1.4862e-17, 1.0846e-16, 1.4358e-23, 1.3052e-09,
  3.8161e-15, 3.1087e-14, 6.4003e-14, 8.9714e-23]","[[-0.0019,-0.0021,-0.0017, 0.0004, 0.054 ,-0.0097, 0.002 , 0.0135, 0.0196,
  -0.0741]]"
17,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-0.0006, 0.0175,-0.0028,..., 0.001 ,-0.0121, 0.0028],
 [ 0.0047, 0.0109,-0.0015,..., 0.003 ,-0.0284, 0.0142],
 [ 0.0055, 0.0063, 0.0069,...,-0.0085,-0.0086,-0.0046],
 ...,
 [-0.0022, 0.0096,-0.0171,...,-0.0038,-0.0128, 0.0188],
 [ 0.0062,-0.0014, 0.0096,..., 0.0109,-0.0132,-0.0082],
 [ 0.0093,-0.001 , 0.0072,..., 0.002 , 0.016 , 0.0034]]","[[-0.0099, 0.0092, 0.0014,-0.0004, 0.0042, 0.0161,-0.0098, 0.0066,-0.019 ,
   0.0016]]","[ 34.0235, -7.2279, -5.1542, -3.135 ,-26.4489, 13.676 ,  0.3497,  0.312 ,
   0.7238, -7.1836]","[1.0000e+00,1.2155e-18,9.6675e-18,7.2820e-17,5.4598e-27,1.4561e-09,
 2.3748e-15,2.2869e-15,3.4523e-15,1.2705e-18]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-1.4561e-09, 1.2155e-18, 9.6675e-18, 7.2820e-17, 5.4598e-27, 1.4561e-09,
  2.3748e-15, 2.2869e-15, 3.4523e-15, 1.2705e-18]","[[ 0.0049, 0.0022, 0.0017,-0.0014,-0.0444, 0.0016, 0.0046,-0.016 ,-0.0084,
   0.0551]]"
18,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-0.0006, 0.0175,-0.0028,..., 0.001 ,-0.0121, 0.0028],
 [ 0.0047, 0.0109,-0.0015,..., 0.003 ,-0.0284, 0.0142],
 [ 0.0055, 0.0063, 0.0069,...,-0.0085,-0.0086,-0.0046],
 ...,
 [-0.0022, 0.0096,-0.0171,...,-0.0038,-0.0128, 0.0188],
 [ 0.0062,-0.0014, 0.0096,..., 0.0109,-0.0132,-0.0082],
 [ 0.0093,-0.001 , 0.0072,..., 0.002 , 0.016 , 0.0034]]","[[-0.0097, 0.0092, 0.0014,-0.0007, 0.0011, 0.0169,-0.0099, 0.0059,-0.0203,
   0.006 ]]","[ 33.0728, -7.4014, -5.4615, -2.7574,-20.015 , 12.579 ,  0.1721,  2.1418,
   2.3257,-14.7208]","[1.0000e+00,2.6442e-18,1.8399e-17,2.7489e-16,8.7960e-24,1.2580e-09,
 5.1452e-15,3.6884e-14,4.4334e-14,1.7520e-21]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-1.2581e-09, 2.6442e-18, 1.8399e-17, 2.7489e-16, 8.7960e-24, 1.2580e-09,
  5.1452e-15, 3.6884e-14, 4.4334e-14, 1.7520e-21]","[[-1.1656e-03,-5.9177e-05,-7.6496e-04, 2.7034e-03, 3.0972e-02,-8.0546e-03,
   1.2027e-03, 6.5289e-03, 1.2492e-02,-4.3855e-02]]"
19,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-0.0006, 0.0175,-0.0028,..., 0.001 ,-0.0121, 0.0028],
 [ 0.0047, 0.0109,-0.0015,..., 0.003 ,-0.0284, 0.0142],
 [ 0.0055, 0.0063, 0.0069,...,-0.0085,-0.0086,-0.0046],
 ...,
 [-0.0022, 0.0096,-0.0171,...,-0.0038,-0.0128, 0.0188],
 [ 0.0062,-0.0014, 0.0096,..., 0.0109,-0.0132,-0.0082],
 [ 0.0093,-0.001 , 0.0072,..., 0.002 , 0.016 , 0.0034]]","[[-0.01  , 0.009 , 0.0014,-0.0005, 0.0027, 0.0168,-0.0103, 0.0067,-0.0201,
   0.0043]]","[ 33.4387, -7.3767, -5.4725, -2.9728,-24.2296, 12.9822,  0.3387,  0.9612,
   0.8816, -8.6155]","[1.0000e+00,1.8798e-18,1.2620e-17,1.5371e-16,9.0155e-26,1.3057e-09,
 4.2156e-15,7.8563e-15,7.2547e-15,5.4463e-19]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-1.3058e-09, 1.8798e-18, 1.2620e-17, 1.5371e-16, 9.0155e-26, 1.3057e-09,
  4.2156e-15, 7.8563e-15, 7.2547e-15, 5.4463e-19]","[[ 0.0029, 0.0019, 0.0004,-0.0015,-0.0161, 0.001 , 0.0043,-0.008 ,-0.002 ,
   0.017 ]]"
20,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-0.0006, 0.0175,-0.0028,..., 0.001 ,-0.0121, 0.0028],
 [ 0.0047, 0.0109,-0.0015,..., 0.003 ,-0.0284, 0.0142],
 [ 0.0055, 0.0063, 0.0069,...,-0.0085,-0.0086,-0.0046],
 ...,
 [-0.0022, 0.0096,-0.0171,...,-0.0038,-0.0128, 0.0188],
 [ 0.0062,-0.0014, 0.0096,..., 0.0109,-0.0132,-0.0082],
 [ 0.0093,-0.001 , 0.0072,..., 0.002 , 0.016 , 0.0034]]","[[-0.0102, 0.009 , 0.0015,-0.0007, 0.0022, 0.0175,-0.0106, 0.0068,-0.0206,
   0.0052]]","[ 32.9074, -7.5246, -5.6159, -2.5805,-21.9668, 11.9871,  0.1292,  1.8555,
   1.4659,-10.722 ]","[1.0000e+00,2.7580e-18,1.8600e-17,3.8709e-16,1.4738e-24,8.2118e-10,
 5.8155e-15,3.2683e-14,2.2138e-14,1.1271e-19]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-8.2124e-10, 2.7580e-18, 1.8600e-17, 3.8709e-16, 1.4738e-24, 8.2118e-10,
  5.8155e-15, 3.2683e-14, 2.2138e-14, 1.1271e-19]","[[ 0.0013, 0.0007,-0.0006, 0.002 , 0.0055,-0.0064, 0.0022,-0.0011, 0.0055,
  -0.009 ]]"
21,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-0.0006, 0.0175,-0.0028,..., 0.001 ,-0.0121, 0.0028],
 [ 0.0047, 0.0109,-0.0015,..., 0.003 ,-0.0284, 0.0142],
 [ 0.0055, 0.0063, 0.0069,...,-0.0085,-0.0086,-0.0046],
 ...,
 [-0.0022, 0.0096,-0.0171,...,-0.0038,-0.0128, 0.0188],
 [ 0.0062,-0.0014, 0.0096,..., 0.0109,-0.0132,-0.0082],
 [ 0.0093,-0.001 , 0.0072,..., 0.002 , 0.016 , 0.0034]]","[[-0.0103, 0.0089, 0.0015,-0.0007, 0.0022, 0.0176,-0.0108, 0.0071,-0.0207,
   0.0052]]","[ 32.7135, -7.5609, -5.6474, -2.7263,-22.5758, 12.2295,  0.1698,  1.8115,
   0.9868, -9.4653]","[1.0000e+00,3.2289e-18,2.1882e-17,4.0616e-16,9.7314e-25,1.2703e-09,
 7.3531e-15,3.7970e-14,1.6646e-14,4.8084e-19]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-1.2704e-09, 3.2289e-18, 2.1882e-17, 4.0616e-16, 9.7314e-25, 1.2703e-09,
  7.3531e-15, 3.7970e-14, 1.6646e-14, 4.8084e-19]","[[ 0.001 , 0.0009,-0.0004,-0.0006,-0.0003,-0.0009, 0.0023,-0.0024, 0.0011,
  -0.0006]]"
22,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-0.0006, 0.0175,-0.0028,..., 0.001 ,-0.0121, 0.0028],
 [ 0.0047, 0.0109,-0.0015,..., 0.003 ,-0.0284, 0.0142],
 [ 0.0055, 0.0063, 0.0069,...,-0.0085,-0.0086,-0.0046],
 ...,
 [-0.0022, 0.0096,-0.0171,...,-0.0038,-0.0128, 0.0188],
 [ 0.0062,-0.0014, 0.0096,..., 0.0109,-0.0132,-0.0082],
 [ 0.0093,-0.001 , 0.0072,..., 0.002 , 0.016 , 0.0034]]","[[-0.0104, 0.0088, 0.0016,-0.0008, 0.0021, 0.0181,-0.011 , 0.0072,-0.021 ,
   0.0054]]","[ 32.6067, -7.6086, -5.7118, -2.4898,-22.4667, 11.5483,  0.2058,  1.9207,
   1.1666, -9.2359]","[1.0000e+00,3.4254e-18,2.2829e-17,5.7250e-16,1.2076e-24,7.1521e-10,
 8.4817e-15,4.7124e-14,2.2169e-14,6.7299e-19]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-7.1529e-10, 3.4254e-18, 2.2829e-17, 5.7250e-16, 1.2076e-24, 7.1521e-10,
  8.4817e-15, 4.7124e-14, 2.2169e-14, 6.7299e-19]","[[ 0.0013, 0.0005,-0.001 , 0.0013, 0.0006,-0.0053, 0.0026,-0.0019, 0.0031,
  -0.0012]]"
23,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-0.0006, 0.0175,-0.0028,..., 0.001 ,-0.0121, 0.0028],
 [ 0.0047, 0.0109,-0.0015,..., 0.003 ,-0.0284, 0.0142],
 [ 0.0055, 0.0063, 0.0069,...,-0.0085,-0.0086,-0.0046],
 ...,
 [-0.0022, 0.0096,-0.0171,...,-0.0038,-0.0128, 0.0188],
 [ 0.0062,-0.0014, 0.0096,..., 0.0109,-0.0132,-0.0082],
 [ 0.0093,-0.001 , 0.0072,..., 0.002 , 0.016 , 0.0034]]","[[-0.0105, 0.0088, 0.0016,-0.0007, 0.0021, 0.0183,-0.0112, 0.0074,-0.0212,
   0.0054]]","[ 32.4171, -7.6112, -5.6902, -2.575 ,-22.4636, 11.6776,  0.1542,  1.943 ,
   1.0253, -8.9418]","[1.0000e+00,4.1296e-18,2.8196e-17,6.3547e-16,1.4642e-24,9.8390e-10,
 9.7365e-15,5.8243e-14,2.3265e-14,1.0915e-18]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-9.8399e-10, 4.1296e-18, 2.8196e-17, 6.3547e-16, 1.4642e-24, 9.8390e-10,
  9.7365e-15, 5.8243e-14, 2.3265e-14, 1.0915e-18]","[[ 0.0009, 0.0006,-0.0003,-0.0007, 0.0005,-0.0019, 0.0016,-0.0018, 0.0016,
  -0.0006]]"
24,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-0.0006, 0.0175,-0.0028,..., 0.001 ,-0.0121, 0.0028],
 [ 0.0047, 0.0109,-0.0015,..., 0.003 ,-0.0284, 0.0142],
 [ 0.0055, 0.0063, 0.0069,...,-0.0085,-0.0086,-0.0046],
 ...,
 [-0.0022, 0.0096,-0.0171,...,-0.0038,-0.0128, 0.0188],
 [ 0.0062,-0.0014, 0.0096,..., 0.0109,-0.0132,-0.0082],
 [ 0.0093,-0.001 , 0.0072,..., 0.002 , 0.016 , 0.0034]]","[[-0.0106, 0.0087, 0.0017,-0.0008, 0.002 , 0.0188,-0.0114, 0.0076,-0.0215,
   0.0055]]","[ 32.3476, -7.6229, -5.7604, -2.3753,-22.4534, 11.2154,  0.2665,  1.9393,
   1.123 , -8.7445]","[1.0000e+00,4.3752e-18,2.8178e-17,8.3182e-16,1.5857e-24,6.6434e-10,
 1.1677e-14,6.2208e-14,2.7499e-14,1.4253e-18]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-6.6444e-10, 4.3752e-18, 2.8178e-17, 8.3182e-16, 1.5857e-24, 6.6434e-10,
  1.1677e-14, 6.2208e-14, 2.7499e-14, 1.4253e-18]","[[ 0.0011, 0.0004,-0.0009, 0.0009, 0.0005,-0.0048, 0.0022,-0.0016, 0.0027,
  -0.0007]]"
25,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-0.0006, 0.0175,-0.0028,..., 0.001 ,-0.0121, 0.0028],
 [ 0.0047, 0.0109,-0.0015,..., 0.003 ,-0.0284, 0.0142],
 [ 0.0055, 0.0063, 0.0069,...,-0.0085,-0.0086,-0.0046],
 ...,
 [-0.0022, 0.0096,-0.0171,...,-0.0038,-0.0128, 0.0188],
 [ 0.0062,-0.0014, 0.0096,..., 0.0109,-0.0132,-0.0082],
 [ 0.0093,-0.001 , 0.0072,..., 0.002 , 0.016 , 0.0034]]","[[-0.0107, 0.0087, 0.0017,-0.0007, 0.002 , 0.019 ,-0.0116, 0.0077,-0.0217,
   0.0055]]","[ 32.2056, -7.62  , -5.7435, -2.4468,-22.4274, 11.305 ,  0.2434,  1.9187,
   1.0468, -8.5466]","[1.0000e+00,5.0577e-18,3.3028e-17,8.9258e-16,1.8757e-24,8.3747e-10,
 1.3151e-14,7.0236e-14,2.9369e-14,2.0023e-18]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-8.3758e-10, 5.0577e-18, 3.3028e-17, 8.9258e-16, 1.8757e-24, 8.3747e-10,
  1.3151e-14, 7.0236e-14, 2.9369e-14, 2.0023e-18]","[[ 0.0009, 0.0005,-0.0004,-0.0006, 0.0005,-0.0021, 0.0015,-0.0016, 0.0018,
  -0.0005]]"
26,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-0.0006, 0.0175,-0.0028,..., 0.001 ,-0.0121, 0.0028],
 [ 0.0047, 0.0109,-0.0015,..., 0.003 ,-0.0284, 0.0142],
 [ 0.0055, 0.0063, 0.0069,...,-0.0085,-0.0086,-0.0046],
 ...,
 [-0.0022, 0.0096,-0.0171,...,-0.0038,-0.0128, 0.0188],
 [ 0.0062,-0.0014, 0.0096,..., 0.0109,-0.0132,-0.0082],
 [ 0.0093,-0.001 , 0.0072,..., 0.002 , 0.016 , 0.0034]]","[[-0.0108, 0.0086, 0.0018,-0.0008, 0.0019, 0.0194,-0.0118, 0.0079,-0.0219,
   0.0056]]","[ 32.1352, -7.625 , -5.8004, -2.2832,-22.4048, 10.9372,  0.3392,  1.8949,
   1.1208, -8.3786]","[1.0000e+00,5.3995e-18,3.3478e-17,1.1279e-15,2.0586e-24,6.2201e-10,
 1.5530e-14,7.3587e-14,3.3932e-14,2.5414e-18]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-6.2213e-10, 5.3995e-18, 3.3478e-17, 1.1279e-15, 2.0586e-24, 6.2201e-10,
  1.5530e-14, 7.3587e-14, 3.3932e-14, 2.5414e-18]","[[ 0.0011, 0.0004,-0.0008, 0.0008, 0.0005,-0.0043, 0.002 ,-0.0016, 0.0026,
  -0.0006]]"
