Epoch,X,Y_Label,W,b,net,fnet,dw,dz,db
27,"[0.,0.,0.,...,0.,0.,0.]",0,"[[ 0.0074,-0.0025, 0.023 ,...,-0.0172,-0.0038, 0.011 ],
 [ 0.013 , 0.0003,-0.0103,..., 0.0002, 0.0044,-0.0055],
 [ 0.008 ,-0.0004,-0.0013,..., 0.0014, 0.0138,-0.0045],
 ...,
 [-0.0018,-0.0098, 0.0174,..., 0.0011, 0.0089,-0.0136],
 [-0.003 ,-0.0073,-0.0139,..., 0.0039,-0.0059,-0.0037],
 [ 0.0023, 0.0009,-0.0018,...,-0.0016,-0.0072, 0.0163]]","[[-0.0098, 0.0099, 0.0002, 0.0011, 0.0028, 0.0154,-0.0087, 0.0082,-0.024 ,
   0.0048]]","[ 24.9208, -8.9413, -1.4999,  2.2026,-12.3066,  6.4479, -1.8587, -0.3542,
  -2.7984, -6.6165]","[1.0000e+00,1.9675e-15,3.3546e-12,1.3603e-10,6.7975e-17,9.4913e-09,
 2.3432e-12,1.0549e-11,9.1562e-13,2.0116e-14]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-9.6445e-09, 1.9675e-15, 3.3546e-12, 1.3603e-10, 6.7975e-17, 9.4913e-09,
  2.3432e-12, 1.0549e-11, 9.1562e-13, 2.0116e-14]","[[ 0.0008, 0.0013, 0.0046,-0.0044, 0.0006, 0.0075,-0.0013,-0.0026,-0.0067,
   0.0001]]"
28,"[0.,0.,0.,...,0.,0.,0.]",0,"[[ 0.0074,-0.0025, 0.023 ,...,-0.0172,-0.0038, 0.011 ],
 [ 0.013 , 0.0003,-0.0103,..., 0.0002, 0.0044,-0.0055],
 [ 0.008 ,-0.0004,-0.0013,..., 0.0014, 0.0138,-0.0045],
 ...,
 [-0.0018,-0.0098, 0.0174,..., 0.0011, 0.0089,-0.0136],
 [-0.003 ,-0.0073,-0.0139,..., 0.0039,-0.0059,-0.0037],
 [ 0.0023, 0.0009,-0.0018,...,-0.0016,-0.0072, 0.0163]]","[[-0.0099, 0.01  , 0.0008, 0.0007, 0.0028, 0.0166,-0.0093, 0.0083,-0.0249,
   0.0049]]","[ 24.9017, -9.0539, -2.3625,  2.8186,-12.479 ,  4.6279, -1.1608, -0.1357,
  -1.4063, -6.5545]","[1.0000e+00,1.7917e-15,1.4431e-12,2.5671e-10,5.8312e-17,1.5674e-09,
 4.7992e-12,1.3377e-11,3.7548e-12,2.1813e-14]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-1.8475e-09, 1.7917e-15, 1.4431e-12, 2.5671e-10, 5.8312e-17, 1.5674e-09,
  4.7992e-12, 1.3377e-11, 3.7548e-12, 2.1813e-14]","[[ 0.0013,-0.0003,-0.0055, 0.0048,-0.0004,-0.0123, 0.0052,-0.0005, 0.0091,
  -0.0014]]"
29,"[0.,0.,0.,...,0.,0.,0.]",0,"[[ 0.0074,-0.0025, 0.023 ,...,-0.0172,-0.0038, 0.011 ],
 [ 0.013 , 0.0003,-0.0103,..., 0.0002, 0.0044,-0.0055],
 [ 0.008 ,-0.0004,-0.0013,..., 0.0014, 0.0138,-0.0045],
 ...,
 [-0.0018,-0.0098, 0.0174,..., 0.0011, 0.0089,-0.0136],
 [-0.003 ,-0.0073,-0.0139,..., 0.0039,-0.0059,-0.0037],
 [ 0.0023, 0.0009,-0.0018,...,-0.0016,-0.0072, 0.0163]]","[[-0.01  , 0.0099, 0.0004, 0.0013, 0.0028, 0.0159,-0.0091, 0.0085,-0.0246,
   0.0049]]","[ 24.7529, -8.9929, -1.7118,  1.932 ,-12.4533,  6.1988, -1.6736, -0.2271,
  -2.3142, -6.3154]","[1.0000e+00,2.2099e-15,3.2100e-12,1.2274e-10,6.9429e-17,8.7509e-09,
 3.3351e-12,1.4168e-11,1.7575e-12,3.2152e-14]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-8.8962e-09, 2.2099e-15, 3.2100e-12, 1.2274e-10, 6.9429e-17, 8.7509e-09,
  3.3351e-12, 1.4168e-11, 1.7575e-12, 3.2152e-14]","[[ 0.0008, 0.0008, 0.0038,-0.006 , 0.0002, 0.0068,-0.0013,-0.0022,-0.0031,
   0.0001]]"
30,"[0.,0.,0.,...,0.,0.,0.]",0,"[[ 0.0074,-0.0025, 0.023 ,...,-0.0172,-0.0038, 0.011 ],
 [ 0.013 , 0.0003,-0.0103,..., 0.0002, 0.0044,-0.0055],
 [ 0.008 ,-0.0004,-0.0013,..., 0.0014, 0.0138,-0.0045],
 ...,
 [-0.0018,-0.0098, 0.0174,..., 0.0011, 0.0089,-0.0136],
 [-0.003 ,-0.0073,-0.0139,..., 0.0039,-0.0059,-0.0037],
 [ 0.0023, 0.0009,-0.0018,...,-0.0016,-0.0072, 0.0163]]","[[-0.0101, 0.0099, 0.0009, 0.0007, 0.0028, 0.0171,-0.0096, 0.0085,-0.0253,
   0.0051]]","[ 24.7211, -9.0459, -2.4342,  2.7934,-12.5368,  4.5188, -1.0275, -0.063 ,
  -1.4352, -6.2953]","[1.0000e+00,2.1637e-15,1.6092e-12,2.9985e-10,6.5934e-17,1.6837e-09,
 6.5695e-12,1.7235e-11,4.3698e-12,3.3865e-14]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-2.0134e-09, 2.1637e-15, 1.6092e-12, 2.9985e-10, 6.5934e-17, 1.6837e-09,
  6.5695e-12, 1.7235e-11, 4.3698e-12, 3.3865e-14]","[[ 9.6427e-04,-9.7115e-05,-4.7351e-03, 5.5208e-03,-1.5666e-04,-1.1711e-02,
   4.7063e-03,-3.9452e-04, 7.1195e-03,-1.2170e-03]]"
31,"[0.,0.,0.,...,0.,0.,0.]",0,"[[ 0.0074,-0.0025, 0.023 ,...,-0.0172,-0.0038, 0.011 ],
 [ 0.013 , 0.0003,-0.0103,..., 0.0002, 0.0044,-0.0055],
 [ 0.008 ,-0.0004,-0.0013,..., 0.0014, 0.0138,-0.0045],
 ...,
 [-0.0018,-0.0098, 0.0174,..., 0.0011, 0.0089,-0.0136],
 [-0.003 ,-0.0073,-0.0139,..., 0.0039,-0.0059,-0.0037],
 [ 0.0023, 0.0009,-0.0018,...,-0.0016,-0.0072, 0.0163]]","[[-0.0102, 0.0098, 0.0005, 0.0013, 0.0028, 0.0165,-0.0095, 0.0087,-0.0251,
   0.005 ]]","[ 24.6459, -9.0059, -1.8795,  1.8132,-12.5199,  6.0141, -1.5063, -0.1629,
  -2.0862, -6.1171]","[1.0000e+00,2.4277e-15,3.0211e-12,1.2131e-10,7.2297e-17,8.0967e-09,
 4.3877e-12,1.6815e-11,2.4571e-12,4.3633e-14]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-8.2447e-09, 2.4277e-15, 3.0211e-12, 1.2131e-10, 7.2297e-17, 8.0967e-09,
  4.3877e-12, 1.6815e-11, 2.4571e-12, 4.3633e-14]","[[ 9.0188e-04, 6.8214e-04, 3.2659e-03,-6.0302e-03, 7.8826e-05, 6.2525e-03,
  -1.2964e-03,-1.9914e-03,-2.0598e-03, 1.9660e-04]]"
32,"[0.,0.,0.,...,0.,0.,0.]",0,"[[ 0.0074,-0.0025, 0.023 ,...,-0.0172,-0.0038, 0.011 ],
 [ 0.013 , 0.0003,-0.0103,..., 0.0002, 0.0044,-0.0055],
 [ 0.008 ,-0.0004,-0.0013,..., 0.0014, 0.0138,-0.0045],
 ...,
 [-0.0018,-0.0098, 0.0174,..., 0.0011, 0.0089,-0.0136],
 [-0.003 ,-0.0073,-0.0139,..., 0.0039,-0.0059,-0.0037],
 [ 0.0023, 0.0009,-0.0018,...,-0.0016,-0.0072, 0.0163]]","[[-0.0103, 0.0098, 0.001 , 0.0008, 0.0028, 0.0176,-0.0099, 0.0088,-0.0257,
   0.0052]]","[ 24.5877, -9.0473, -2.4914,  2.6909,-12.5557,  4.4497, -0.9135, -0.0278,
  -1.3606, -6.1364]","[1.0000e+00,2.4687e-15,1.7365e-12,3.0925e-10,7.3930e-17,1.7953e-09,
 8.4126e-12,2.0398e-11,5.3797e-12,4.5360e-14]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-2.1406e-09, 2.4687e-15, 1.7365e-12, 3.0925e-10, 7.3930e-17, 1.7953e-09,
  8.4126e-12, 2.0398e-11, 5.3797e-12, 4.5360e-14]","[[ 7.8374e-04,-7.0290e-05,-4.0944e-03, 5.2611e-03,-5.5761e-05,-1.1032e-02,
   4.2861e-03,-3.9643e-04, 6.5839e-03,-1.2660e-03]]"
33,"[0.,0.,0.,...,0.,0.,0.]",0,"[[ 0.0074,-0.0025, 0.023 ,...,-0.0172,-0.0038, 0.011 ],
 [ 0.013 , 0.0003,-0.0103,..., 0.0002, 0.0044,-0.0055],
 [ 0.008 ,-0.0004,-0.0013,..., 0.0014, 0.0138,-0.0045],
 ...,
 [-0.0018,-0.0098, 0.0174,..., 0.0011, 0.0089,-0.0136],
 [-0.003 ,-0.0073,-0.0139,..., 0.0039,-0.0059,-0.0037],
 [ 0.0023, 0.0009,-0.0018,...,-0.0016,-0.0072, 0.0163]]","[[-0.0104, 0.0098, 0.0007, 0.0013, 0.0028, 0.017 ,-0.0098, 0.009 ,-0.0255,
   0.0051]]","[ 24.5579, -9.0119, -2.0124,  1.7601,-12.539 ,  5.8498, -1.3642, -0.1241,
  -1.9443, -5.9764]","[1.0000e+00,2.6351e-15,2.8883e-12,1.2562e-10,7.7450e-17,7.5020e-09,
 5.5226e-12,1.9086e-11,3.0920e-12,5.4842e-14]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-7.6583e-09, 2.6351e-15, 2.8883e-12, 1.2562e-10, 7.7450e-17, 7.5020e-09,
  5.5226e-12, 1.9086e-11, 3.0920e-12, 5.4842e-14]","[[ 9.8737e-04, 6.5194e-04, 2.8145e-03,-5.5378e-03, 7.5991e-06, 5.6450e-03,
  -1.1792e-03,-1.8478e-03,-1.8105e-03, 2.6881e-04]]"
34,"[0.,0.,0.,...,0.,0.,0.]",0,"[[ 0.0074,-0.0025, 0.023 ,...,-0.0172,-0.0038, 0.011 ],
 [ 0.013 , 0.0003,-0.0103,..., 0.0002, 0.0044,-0.0055],
 [ 0.008 ,-0.0004,-0.0013,..., 0.0014, 0.0138,-0.0045],
 ...,
 [-0.0018,-0.0098, 0.0174,..., 0.0011, 0.0089,-0.0136],
 [-0.003 ,-0.0073,-0.0139,..., 0.0039,-0.0059,-0.0037],
 [ 0.0023, 0.0009,-0.0018,...,-0.0016,-0.0072, 0.0163]]","[[-0.0104, 0.0098, 0.001 , 0.0009, 0.0028, 0.018 ,-0.0102, 0.009 ,-0.0262,
   0.0053]]","[ 2.4479e+01,-9.0536e+00,-2.5365e+00, 2.5676e+00,-1.2549e+01, 4.4099e+00,
 -8.3116e-01,-8.5016e-03,-1.2549e+00,-6.0272e+00]","[1.0000e+00,2.7348e-15,1.8505e-12,3.0475e-10,8.2954e-17,1.9233e-09,
 1.0184e-11,2.3183e-11,6.6663e-12,5.6399e-14]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-2.2700e-09, 2.7348e-15, 1.8505e-12, 3.0475e-10, 8.2954e-17, 1.9233e-09,
  1.0184e-11, 2.3183e-11, 6.6663e-12, 5.6399e-14]","[[ 6.7375e-04,-9.4797e-05,-3.5489e-03, 4.6758e-03,-4.4353e-06,-1.0284e-02,
   3.8595e-03,-4.1863e-04, 6.4914e-03,-1.3501e-03]]"
35,"[0.,0.,0.,...,0.,0.,0.]",0,"[[ 0.0074,-0.0025, 0.023 ,...,-0.0172,-0.0038, 0.011 ],
 [ 0.013 , 0.0003,-0.0103,..., 0.0002, 0.0044,-0.0055],
 [ 0.008 ,-0.0004,-0.0013,..., 0.0014, 0.0138,-0.0045],
 ...,
 [-0.0018,-0.0098, 0.0174,..., 0.0011, 0.0089,-0.0136],
 [-0.003 ,-0.0073,-0.0139,..., 0.0039,-0.0059,-0.0037],
 [ 0.0023, 0.0009,-0.0018,...,-0.0016,-0.0072, 0.0163]]","[[-0.0105, 0.0097, 0.0008, 0.0014, 0.0028, 0.0175,-0.0101, 0.0092,-0.026 ,
   0.0052]]","[ 24.4757, -9.0173, -2.1218,  1.7318,-12.5322,  5.7006, -1.2423, -0.0973,
  -1.8301, -5.8714]","[1.0000e+00,2.8457e-15,2.8111e-12,1.3257e-10,8.4666e-17,7.0160e-09,
 6.7737e-12,2.1285e-11,3.7630e-12,6.6134e-14]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-7.1832e-09, 2.8457e-15, 2.8111e-12, 1.3257e-10, 8.4666e-17, 7.0160e-09,
  6.7737e-12, 2.1285e-11, 3.7630e-12, 6.6134e-14]","[[ 1.0191e-03, 6.4488e-04, 2.4381e-03,-4.9116e-03,-3.7118e-05, 5.0445e-03,
  -1.0019e-03,-1.7263e-03,-1.8225e-03, 3.5275e-04]]"
36,"[0.,0.,0.,...,0.,0.,0.]",0,"[[ 0.0074,-0.0025, 0.023 ,...,-0.0172,-0.0038, 0.011 ],
 [ 0.013 , 0.0003,-0.0103,..., 0.0002, 0.0044,-0.0055],
 [ 0.008 ,-0.0004,-0.0013,..., 0.0014, 0.0138,-0.0045],
 ...,
 [-0.0018,-0.0098, 0.0174,..., 0.0011, 0.0089,-0.0136],
 [-0.003 ,-0.0073,-0.0139,..., 0.0039,-0.0059,-0.0037],
 [ 0.0023, 0.0009,-0.0018,...,-0.0016,-0.0072, 0.0163]]","[[-0.0106, 0.0097, 0.0011, 0.001 , 0.0028, 0.0185,-0.0104, 0.0092,-0.0267,
   0.0054]]","[ 2.4389e+01,-9.0622e+00,-2.5743e+00, 2.4472e+00,-1.2527e+01, 4.3801e+00,
 -7.7307e-01, 2.4864e-03,-1.1387e+00,-5.9475e+00]","[1.0000e+00,2.9677e-15,1.9501e-12,2.9571e-10,9.2793e-17,2.0432e-09,
 1.1812e-11,2.5654e-11,8.1952e-12,6.6853e-14]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-2.3866e-09, 2.9677e-15, 1.9501e-12, 2.9571e-10, 9.2793e-17, 2.0432e-09,
  1.1812e-11, 2.5654e-11, 8.1952e-12, 6.6853e-14]","[[ 6.1236e-04,-1.4042e-04,-3.0792e-03, 4.0514e-03, 2.6108e-05,-9.5797e-03,
   3.4238e-03,-4.4826e-04, 6.5604e-03,-1.4266e-03]]"
37,"[0.,0.,0.,...,0.,0.,0.]",0,"[[ 0.0074,-0.0025, 0.023 ,...,-0.0172,-0.0038, 0.011 ],
 [ 0.013 , 0.0003,-0.0103,..., 0.0002, 0.0044,-0.0055],
 [ 0.008 ,-0.0004,-0.0013,..., 0.0014, 0.0138,-0.0045],
 ...,
 [-0.0018,-0.0098, 0.0174,..., 0.0011, 0.0089,-0.0136],
 [-0.003 ,-0.0073,-0.0139,..., 0.0039,-0.0059,-0.0037],
 [ 0.0023, 0.0009,-0.0018,...,-0.0016,-0.0072, 0.0163]]","[[-0.0107, 0.0097, 0.0009, 0.0014, 0.0028, 0.018 ,-0.0103, 0.0094,-0.0265,
   0.0053]]","[ 24.3987, -9.0228, -2.2149,  1.7106,-12.5112,  5.5664, -1.1355, -0.0773,
  -1.7274, -5.7911]","[1.0000e+00,3.0565e-15,2.7658e-12,1.4017e-10,9.3375e-17,6.6252e-09,
 8.1401e-12,2.3451e-11,4.5037e-12,7.7394e-14]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-6.8043e-09, 3.0565e-15, 2.7658e-12, 1.4017e-10, 9.3375e-17, 6.6252e-09,
  8.1401e-12, 2.3451e-11, 4.5037e-12, 7.7394e-14]","[[ 1.0101e-03, 6.4755e-04, 2.1267e-03,-4.3098e-03,-7.0664e-05, 4.5207e-03,
  -7.9963e-04,-1.6157e-03,-1.9502e-03, 4.4095e-04]]"
38,"[0.,0.,0.,...,0.,0.,0.]",0,"[[ 0.0074,-0.0025, 0.023 ,...,-0.0172,-0.0038, 0.011 ],
 [ 0.013 , 0.0003,-0.0103,..., 0.0002, 0.0044,-0.0055],
 [ 0.008 ,-0.0004,-0.0013,..., 0.0014, 0.0138,-0.0045],
 ...,
 [-0.0018,-0.0098, 0.0174,..., 0.0011, 0.0089,-0.0136],
 [-0.003 ,-0.0073,-0.0139,..., 0.0039,-0.0059,-0.0037],
 [ 0.0023, 0.0009,-0.0018,...,-0.0016,-0.0072, 0.0163]]","[[-0.0108, 0.0097, 0.0011, 0.001 , 0.0028, 0.0189,-0.0106, 0.0094,-0.0271,
   0.0055]]","[ 2.4314e+01,-9.0718e+00,-2.6092e+00, 2.3370e+00,-1.2497e+01, 4.3487e+00,
 -7.2974e-01, 8.6824e-03,-1.0167e+00,-5.8878e+00]","[1.0000e+00,3.1689e-15,2.0305e-12,2.8557e-10,1.0311e-16,2.1348e-09,
 1.3299e-11,2.7831e-11,9.9818e-12,7.6508e-14]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-2.4736e-09, 3.1689e-15, 2.0305e-12, 2.8557e-10, 1.0311e-16, 2.1348e-09,
  1.3299e-11, 2.7831e-11, 9.9818e-12, 7.6508e-14]","[[ 5.8062e-04,-1.9800e-04,-2.6801e-03, 3.4871e-03, 4.9465e-05,-8.9876e-03,
   2.9988e-03,-4.7934e-04, 6.7245e-03,-1.4954e-03]]"
39,"[0.,0.,0.,...,0.,0.,0.]",0,"[[ 0.0074,-0.0025, 0.023 ,...,-0.0172,-0.0038, 0.011 ],
 [ 0.013 , 0.0003,-0.0103,..., 0.0002, 0.0044,-0.0055],
 [ 0.008 ,-0.0004,-0.0013,..., 0.0014, 0.0138,-0.0045],
 ...,
 [-0.0018,-0.0098, 0.0174,..., 0.0011, 0.0089,-0.0136],
 [-0.003 ,-0.0073,-0.0139,..., 0.0039,-0.0059,-0.0037],
 [ 0.0023, 0.0009,-0.0018,...,-0.0016,-0.0072, 0.0163]]","[[-0.0109, 0.0096, 0.001 , 0.0014, 0.0028, 0.0185,-0.0106, 0.0096,-0.0269,
   0.0054]]","[ 24.3289, -9.028 , -2.2967,  1.6906,-12.483 ,  5.447 , -1.04  , -0.0616,
  -1.6334, -5.7282]","[1.0000e+00,3.2603e-15,2.7329e-12,1.4733e-10,1.0299e-16,6.3051e-09,
 9.6028e-12,2.5546e-11,5.3055e-12,8.8376e-14]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-6.4957e-09, 3.2603e-15, 2.7329e-12, 1.4733e-10, 1.0299e-16, 6.3051e-09,
  9.6028e-12, 2.5546e-11, 5.3055e-12, 8.8376e-14]","[[ 0.001 , 0.0007, 0.0019,-0.0038,-0.0001, 0.0041,-0.0006,-0.0015,-0.0022,
   0.0005]]"
40,"[0.,0.,0.,...,0.,0.,0.]",0,"[[ 0.0074,-0.0025, 0.023 ,...,-0.0172,-0.0038, 0.011 ],
 [ 0.013 , 0.0003,-0.0103,..., 0.0002, 0.0044,-0.0055],
 [ 0.008 ,-0.0004,-0.0013,..., 0.0014, 0.0138,-0.0045],
 ...,
 [-0.0018,-0.0098, 0.0174,..., 0.0011, 0.0089,-0.0136],
 [-0.003 ,-0.0073,-0.0139,..., 0.0039,-0.0059,-0.0037],
 [ 0.0023, 0.0009,-0.0018,...,-0.0016,-0.0072, 0.0163]]","[[-0.0109, 0.0096, 0.0012, 0.0011, 0.0028, 0.0194,-0.0108, 0.0096,-0.0276,
   0.0056]]","[ 2.4251e+01,-9.0825e+00,-2.6443e+00, 2.2371e+00,-1.2463e+01, 4.3105e+00,
 -6.9391e-01, 1.2197e-02,-8.8837e-01,-5.8433e+00]","[1.0000e+00,3.3387e-15,2.0877e-12,2.7518e-10,1.1365e-16,2.1883e-09,
 1.4679e-11,2.9741e-11,1.2085e-11,8.5181e-14]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-2.5221e-09, 3.3387e-15, 2.0877e-12, 2.7518e-10, 1.1365e-16, 2.1883e-09,
  1.4679e-11, 2.9741e-11, 1.2085e-11, 8.5181e-14]","[[ 5.6380e-04,-2.6734e-04,-2.3538e-03, 3.0013e-03, 7.4020e-05,-8.5343e-03,
   2.6029e-03,-5.0791e-04, 6.9895e-03,-1.5682e-03]]"
41,"[0.,0.,0.,...,0.,0.,0.]",0,"[[ 0.0074,-0.0025, 0.023 ,...,-0.0172,-0.0038, 0.011 ],
 [ 0.013 , 0.0003,-0.0103,..., 0.0002, 0.0044,-0.0055],
 [ 0.008 ,-0.0004,-0.0013,..., 0.0014, 0.0138,-0.0045],
 ...,
 [-0.0018,-0.0098, 0.0174,..., 0.0011, 0.0089,-0.0136],
 [-0.003 ,-0.0073,-0.0139,..., 0.0039,-0.0059,-0.0037],
 [ 0.0023, 0.0009,-0.0018,...,-0.0016,-0.0072, 0.0163]]","[[-0.011 , 0.0096, 0.001 , 0.0015, 0.0028, 0.019 ,-0.0108, 0.0098,-0.0274,
   0.0055]]","[ 24.2675, -9.0328, -2.37  ,  1.6699,-12.4518,  5.3422, -0.9536, -0.0487,
  -1.5496, -5.6775]","[1.0000e+00,3.4501e-15,2.7006e-12,1.5345e-10,1.1298e-16,6.0374e-09,
 1.1132e-11,2.7516e-11,6.1345e-12,9.8868e-14]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-6.2384e-09, 3.4501e-15, 2.7006e-12, 1.5345e-10, 1.1298e-16, 6.0374e-09,
  1.1132e-11, 2.7516e-11, 6.1345e-12, 9.8868e-14]","[[ 0.0009, 0.0007, 0.0017,-0.0033,-0.0001, 0.0038,-0.0004,-0.0014,-0.0025,
   0.0007]]"
42,"[0.,0.,0.,...,0.,0.,0.]",0,"[[ 0.0074,-0.0025, 0.023 ,...,-0.0172,-0.0038, 0.011 ],
 [ 0.013 , 0.0003,-0.0103,..., 0.0002, 0.0044,-0.0055],
 [ 0.008 ,-0.0004,-0.0013,..., 0.0014, 0.0138,-0.0045],
 ...,
 [-0.0018,-0.0098, 0.0174,..., 0.0011, 0.0089,-0.0136],
 [-0.003 ,-0.0073,-0.0139,..., 0.0039,-0.0059,-0.0037],
 [ 0.0023, 0.0009,-0.0018,...,-0.0016,-0.0072, 0.0163]]","[[-0.0111, 0.0096, 0.0012, 0.0012, 0.0028, 0.0198,-0.011 , 0.0098,-0.0281,
   0.0057]]","[ 2.4198e+01,-9.0944e+00,-2.6826e+00, 2.1459e+00,-1.2426e+01, 4.2629e+00,
 -6.6060e-01, 1.4460e-02,-7.5129e-01,-5.8109e+00]","[1.0000e+00,3.4768e-15,2.1173e-12,2.6472e-10,1.2421e-16,2.1988e-09,
 1.5993e-11,3.1412e-11,1.4606e-11,9.2717e-14]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-2.5277e-09, 3.4768e-15, 2.1173e-12, 2.6472e-10, 1.2421e-16, 2.1988e-09,
  1.5993e-11, 3.1412e-11, 1.4606e-11, 9.2717e-14]","[[ 0.0006,-0.0004,-0.0021, 0.0026, 0.0001,-0.0082, 0.0023,-0.0005, 0.0074,
  -0.0017]]"
