Epoch,X,Y_Label,W,b,net,fnet,dw,dz,db
10,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-2.6752e-02,-4.1617e-03,-6.9779e-03,..., 4.4012e-03, 1.6594e-02,
  -4.7318e-03],
 [-2.1215e-02, 5.5190e-03,-1.8956e-02,..., 3.4792e-03, 8.1274e-03,
  -4.8024e-03],
 [ 3.6448e-03, 9.1964e-03, 1.4595e-03,...,-3.1228e-03, 4.5136e-03,
   4.1335e-03],
 ...,
 [ 7.4873e-03, 2.2169e-02,-6.6963e-03,..., 2.3117e-05,-1.4861e-02,
   5.3568e-03],
 [ 8.8319e-03, 8.5389e-03,-9.0421e-03,..., 1.0176e-02,-9.9289e-03,
  -1.3669e-02],
 [-8.6326e-03,-3.5971e-03,-8.1868e-03,..., 2.0601e-02,-2.1182e-02,
   4.0963e-03]]","[[-0.0124, 0.0208,-0.0046,-0.0042, 0.0037, 0.0056,-0.0036, 0.0075,-0.012 ,
  -0.0008]]","[ 3.669 ,-1.6064,-0.4008,-0.0646,-1.2541, 1.1754, 0.0931,-0.6353,-0.0936,
 -0.5954]","[0.8232,0.0042,0.0141,0.0197,0.006 ,0.068 ,0.023 ,0.0111,0.0191,0.0116]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-0.1768, 0.0042, 0.0141, 0.0197, 0.006 , 0.068 , 0.023 , 0.0111, 0.0191,
  0.0116]","[[ 0.0053,-0.0115, 0.0031, 0.0037,-0.0038,-0.0068, 0.0016,-0.0053, 0.0123,
   0.0014]]"
11,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-2.6752e-02,-4.1617e-03,-6.9779e-03,..., 4.4012e-03, 1.6594e-02,
  -4.7318e-03],
 [-2.1215e-02, 5.5190e-03,-1.8956e-02,..., 3.4792e-03, 8.1274e-03,
  -4.8024e-03],
 [ 3.6448e-03, 9.1964e-03, 1.4595e-03,...,-3.1228e-03, 4.5136e-03,
   4.1335e-03],
 ...,
 [ 7.4873e-03, 2.2169e-02,-6.6963e-03,..., 2.3117e-05,-1.4861e-02,
   5.3568e-03],
 [ 8.8319e-03, 8.5389e-03,-9.0421e-03,..., 1.0176e-02,-9.9289e-03,
  -1.3669e-02],
 [-8.6326e-03,-3.5971e-03,-8.1868e-03,..., 2.0601e-02,-2.1182e-02,
   4.0963e-03]]","[[-0.0129, 0.0219,-0.0049,-0.0046, 0.0041, 0.0063,-0.0037, 0.008 ,-0.0132,
  -0.0009]]","[ 3.8389,-1.6973,-0.4246,-0.063 ,-1.3291, 1.2592, 0.0818,-0.6536,-0.1051,
 -0.6196]","[0.8437,0.0033,0.0119,0.017 ,0.0048,0.0639,0.0197,0.0094,0.0163,0.0098]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-0.1563, 0.0033, 0.0119, 0.017 , 0.0048, 0.0639, 0.0197, 0.0094, 0.0163,
  0.0098]","[[ 0.0048,-0.0108, 0.0029, 0.0035,-0.0036,-0.0067, 0.0014,-0.0052, 0.0121,
   0.0015]]"
12,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-2.6752e-02,-4.1617e-03,-6.9779e-03,..., 4.4012e-03, 1.6594e-02,
  -4.7318e-03],
 [-2.1215e-02, 5.5190e-03,-1.8956e-02,..., 3.4792e-03, 8.1274e-03,
  -4.8024e-03],
 [ 3.6448e-03, 9.1964e-03, 1.4595e-03,...,-3.1228e-03, 4.5136e-03,
   4.1335e-03],
 ...,
 [ 7.4873e-03, 2.2169e-02,-6.6963e-03,..., 2.3117e-05,-1.4861e-02,
   5.3568e-03],
 [ 8.8319e-03, 8.5389e-03,-9.0421e-03,..., 1.0176e-02,-9.9289e-03,
  -1.3669e-02],
 [-8.6326e-03,-3.5971e-03,-8.1868e-03,..., 2.0601e-02,-2.1182e-02,
   4.0963e-03]]","[[-0.0134, 0.0229,-0.0051,-0.0049, 0.0044, 0.0069,-0.0038, 0.0085,-0.0144,
  -0.0011]]","[ 3.9965,-1.7827,-0.4461,-0.0604,-1.4006, 1.3362, 0.0713,-0.6698,-0.1158,
 -0.6412]","[0.8607,0.0027,0.0101,0.0149,0.0039,0.0602,0.017 ,0.0081,0.0141,0.0083]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-0.1393, 0.0027, 0.0101, 0.0149, 0.0039, 0.0602, 0.017 , 0.0081, 0.0141,
  0.0083]","[[ 0.0045,-0.0101, 0.0027, 0.0033,-0.0035,-0.0067, 0.0013,-0.0051, 0.0119,
   0.0015]]"
13,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-2.6752e-02,-4.1617e-03,-6.9779e-03,..., 4.4012e-03, 1.6594e-02,
  -4.7318e-03],
 [-2.1215e-02, 5.5190e-03,-1.8956e-02,..., 3.4792e-03, 8.1274e-03,
  -4.8024e-03],
 [ 3.6448e-03, 9.1964e-03, 1.4595e-03,...,-3.1228e-03, 4.5136e-03,
   4.1335e-03],
 ...,
 [ 7.4873e-03, 2.2169e-02,-6.6963e-03,..., 2.3117e-05,-1.4861e-02,
   5.3568e-03],
 [ 8.8319e-03, 8.5389e-03,-9.0421e-03,..., 1.0176e-02,-9.9289e-03,
  -1.3669e-02],
 [-8.6326e-03,-3.5971e-03,-8.1868e-03,..., 2.0601e-02,-2.1182e-02,
   4.0963e-03]]","[[-0.0138, 0.0239,-0.0054,-0.0053, 0.0047, 0.0076,-0.004 , 0.009 ,-0.0156,
  -0.0012]]","[ 4.1434,-1.863 ,-0.4656,-0.0571,-1.4688, 1.4073, 0.0617,-0.6841,-0.1259,
 -0.6607]","[0.8749,0.0022,0.0087,0.0131,0.0032,0.0567,0.0148,0.007 ,0.0122,0.0072]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-0.1251, 0.0022, 0.0087, 0.0131, 0.0032, 0.0567, 0.0148, 0.007 , 0.0122,
  0.0072]","[[ 0.0042,-0.0095, 0.0025, 0.0032,-0.0033,-0.0066, 0.0012,-0.005 , 0.0117,
   0.0016]]"
14,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-2.6752e-02,-4.1617e-03,-6.9779e-03,..., 4.4012e-03, 1.6594e-02,
  -4.7318e-03],
 [-2.1215e-02, 5.5190e-03,-1.8956e-02,..., 3.4792e-03, 8.1274e-03,
  -4.8024e-03],
 [ 3.6448e-03, 9.1964e-03, 1.4595e-03,...,-3.1228e-03, 4.5136e-03,
   4.1335e-03],
 ...,
 [ 7.4873e-03, 2.2169e-02,-6.6963e-03,..., 2.3117e-05,-1.4861e-02,
   5.3568e-03],
 [ 8.8319e-03, 8.5389e-03,-9.0421e-03,..., 1.0176e-02,-9.9289e-03,
  -1.3669e-02],
 [-8.6326e-03,-3.5971e-03,-8.1868e-03,..., 2.0601e-02,-2.1182e-02,
   4.0963e-03]]","[[-0.0142, 0.0248,-0.0056,-0.0056, 0.0051, 0.0082,-0.0041, 0.0095,-0.0167,
  -0.0014]]","[ 4.2809,-1.9389,-0.4832,-0.0531,-1.534 , 1.4732, 0.0529,-0.6968,-0.1353,
 -0.6782]","[0.8869,0.0018,0.0076,0.0116,0.0026,0.0535,0.0129,0.0061,0.0107,0.0062]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-0.1131, 0.0018, 0.0076, 0.0116, 0.0026, 0.0535, 0.0129, 0.0061, 0.0107,
  0.0062]","[[ 0.004 ,-0.009 , 0.0024, 0.0031,-0.0032,-0.0065, 0.0011,-0.0049, 0.0115,
   0.0017]]"
15,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-2.6752e-02,-4.1617e-03,-6.9779e-03,..., 4.4012e-03, 1.6594e-02,
  -4.7318e-03],
 [-2.1215e-02, 5.5190e-03,-1.8956e-02,..., 3.4792e-03, 8.1274e-03,
  -4.8024e-03],
 [ 3.6448e-03, 9.1964e-03, 1.4595e-03,...,-3.1228e-03, 4.5136e-03,
   4.1335e-03],
 ...,
 [ 7.4873e-03, 2.2169e-02,-6.6963e-03,..., 2.3117e-05,-1.4861e-02,
   5.3568e-03],
 [ 8.8319e-03, 8.5389e-03,-9.0421e-03,..., 1.0176e-02,-9.9289e-03,
  -1.3669e-02],
 [-8.6326e-03,-3.5971e-03,-8.1868e-03,..., 2.0601e-02,-2.1182e-02,
   4.0963e-03]]","[[-0.0146, 0.0256,-0.0059,-0.0058, 0.0054, 0.0089,-0.0042, 0.01  ,-0.0178,
  -0.0016]]","[ 4.41  ,-2.0109,-0.4992,-0.0487,-1.5966, 1.5343, 0.0448,-0.7082,-0.144 ,
 -0.6942]","[0.8971,0.0015,0.0066,0.0104,0.0022,0.0506,0.0114,0.0054,0.0094,0.0054]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-0.1029, 0.0015, 0.0066, 0.0104, 0.0022, 0.0506, 0.0114, 0.0054, 0.0094,
  0.0054]","[[ 0.0038,-0.0086, 0.0023, 0.0029,-0.0031,-0.0065, 0.001 ,-0.0048, 0.0113,
   0.0017]]"
16,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-2.6752e-02,-4.1617e-03,-6.9779e-03,..., 4.4012e-03, 1.6594e-02,
  -4.7318e-03],
 [-2.1215e-02, 5.5190e-03,-1.8956e-02,..., 3.4792e-03, 8.1274e-03,
  -4.8024e-03],
 [ 3.6448e-03, 9.1964e-03, 1.4595e-03,...,-3.1228e-03, 4.5136e-03,
   4.1335e-03],
 ...,
 [ 7.4873e-03, 2.2169e-02,-6.6963e-03,..., 2.3117e-05,-1.4861e-02,
   5.3568e-03],
 [ 8.8319e-03, 8.5389e-03,-9.0421e-03,..., 1.0176e-02,-9.9289e-03,
  -1.3669e-02],
 [-8.6326e-03,-3.5971e-03,-8.1868e-03,..., 2.0601e-02,-2.1182e-02,
   4.0963e-03]]","[[-0.0149, 0.0265,-0.0061,-0.0061, 0.0057, 0.0095,-0.0043, 0.0104,-0.019 ,
  -0.0017]]","[ 4.5317,-2.0794,-0.5138,-0.0439,-1.6566, 1.5913, 0.0373,-0.7184,-0.1521,
 -0.7087]","[0.9058,0.0012,0.0058,0.0093,0.0019,0.0479,0.0101,0.0048,0.0084,0.0048]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-0.0942, 0.0012, 0.0058, 0.0093, 0.0019, 0.0479, 0.0101, 0.0048, 0.0084,
  0.0048]","[[ 0.0036,-0.0082, 0.0022, 0.0028,-0.003 ,-0.0065, 0.0009,-0.0047, 0.0111,
   0.0017]]"
17,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-2.6752e-02,-4.1617e-03,-6.9779e-03,..., 4.4012e-03, 1.6594e-02,
  -4.7318e-03],
 [-2.1215e-02, 5.5190e-03,-1.8956e-02,..., 3.4792e-03, 8.1274e-03,
  -4.8024e-03],
 [ 3.6448e-03, 9.1964e-03, 1.4595e-03,...,-3.1228e-03, 4.5136e-03,
   4.1335e-03],
 ...,
 [ 7.4873e-03, 2.2169e-02,-6.6963e-03,..., 2.3117e-05,-1.4861e-02,
   5.3568e-03],
 [ 8.8319e-03, 8.5389e-03,-9.0421e-03,..., 1.0176e-02,-9.9289e-03,
  -1.3669e-02],
 [-8.6326e-03,-3.5971e-03,-8.1868e-03,..., 2.0601e-02,-2.1182e-02,
   4.0963e-03]]","[[-0.0153, 0.0273,-0.0063,-0.0064, 0.0059, 0.0102,-0.0044, 0.0109,-0.02  ,
  -0.0019]]","[ 4.6467,-2.1446,-0.5271,-0.0388,-1.7144, 1.6445, 0.0304,-0.7276,-0.1595,
 -0.7221]","[0.9134,0.001 ,0.0052,0.0084,0.0016,0.0454,0.009 ,0.0042,0.0075,0.0043]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-0.0866, 0.001 , 0.0052, 0.0084, 0.0016, 0.0454, 0.009 , 0.0042, 0.0075,
  0.0043]","[[ 0.0034,-0.0079, 0.0021, 0.0027,-0.0029,-0.0064, 0.0009,-0.0046, 0.0109,
   0.0018]]"
18,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-2.6752e-02,-4.1617e-03,-6.9779e-03,..., 4.4012e-03, 1.6594e-02,
  -4.7318e-03],
 [-2.1215e-02, 5.5190e-03,-1.8956e-02,..., 3.4792e-03, 8.1274e-03,
  -4.8024e-03],
 [ 3.6448e-03, 9.1964e-03, 1.4595e-03,...,-3.1228e-03, 4.5136e-03,
   4.1335e-03],
 ...,
 [ 7.4873e-03, 2.2169e-02,-6.6963e-03,..., 2.3117e-05,-1.4861e-02,
   5.3568e-03],
 [ 8.8319e-03, 8.5389e-03,-9.0421e-03,..., 1.0176e-02,-9.9289e-03,
  -1.3669e-02],
 [-8.6326e-03,-3.5971e-03,-8.1868e-03,..., 2.0601e-02,-2.1182e-02,
   4.0963e-03]]","[[-0.0156, 0.028 ,-0.0065,-0.0067, 0.0062, 0.0108,-0.0044, 0.0113,-0.0211,
  -0.0021]]","[ 4.7556,-2.207 ,-0.5393,-0.0335,-1.7701, 1.6944, 0.024 ,-0.736 ,-0.1664,
 -0.7343]","[9.2002e-01,8.7090e-04,4.6159e-03,7.6543e-03,1.3481e-03,4.3086e-02,
 8.1079e-03,3.7918e-03,6.7022e-03,3.7982e-03]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-0.08  , 0.0009, 0.0046, 0.0077, 0.0013, 0.0431, 0.0081, 0.0038, 0.0067,
  0.0038]","[[ 0.0033,-0.0075, 0.002 , 0.0027,-0.0028,-0.0064, 0.0008,-0.0045, 0.0107,
   0.0018]]"
19,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-2.6752e-02,-4.1617e-03,-6.9779e-03,..., 4.4012e-03, 1.6594e-02,
  -4.7318e-03],
 [-2.1215e-02, 5.5190e-03,-1.8956e-02,..., 3.4792e-03, 8.1274e-03,
  -4.8024e-03],
 [ 3.6448e-03, 9.1964e-03, 1.4595e-03,...,-3.1228e-03, 4.5136e-03,
   4.1335e-03],
 ...,
 [ 7.4873e-03, 2.2169e-02,-6.6963e-03,..., 2.3117e-05,-1.4861e-02,
   5.3568e-03],
 [ 8.8319e-03, 8.5389e-03,-9.0421e-03,..., 1.0176e-02,-9.9289e-03,
  -1.3669e-02],
 [-8.6326e-03,-3.5971e-03,-8.1868e-03,..., 2.0601e-02,-2.1182e-02,
   4.0963e-03]]","[[-0.0159, 0.0287,-0.0067,-0.0069, 0.0065, 0.0115,-0.0045, 0.0118,-0.0222,
  -0.0023]]","[ 4.8591,-2.2668,-0.5505,-0.0281,-1.8238, 1.7413, 0.0181,-0.7435,-0.1726,
 -0.7456]","[9.2582e-01,7.4438e-04,4.1418e-03,6.9830e-03,1.1593e-03,4.0971e-02,
 7.3136e-03,3.4147e-03,6.0435e-03,3.4078e-03]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-0.0742, 0.0007, 0.0041, 0.007 , 0.0012, 0.041 , 0.0073, 0.0034, 0.006 ,
  0.0034]","[[ 0.0032,-0.0073, 0.0019, 0.0026,-0.0027,-0.0064, 0.0008,-0.0045, 0.0106,
   0.0018]]"
20,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-2.6752e-02,-4.1617e-03,-6.9779e-03,..., 4.4012e-03, 1.6594e-02,
  -4.7318e-03],
 [-2.1215e-02, 5.5190e-03,-1.8956e-02,..., 3.4792e-03, 8.1274e-03,
  -4.8024e-03],
 [ 3.6448e-03, 9.1964e-03, 1.4595e-03,...,-3.1228e-03, 4.5136e-03,
   4.1335e-03],
 ...,
 [ 7.4873e-03, 2.2169e-02,-6.6963e-03,..., 2.3117e-05,-1.4861e-02,
   5.3568e-03],
 [ 8.8319e-03, 8.5389e-03,-9.0421e-03,..., 1.0176e-02,-9.9289e-03,
  -1.3669e-02],
 [-8.6326e-03,-3.5971e-03,-8.1868e-03,..., 2.0601e-02,-2.1182e-02,
   4.0963e-03]]","[[-0.0162, 0.0294,-0.0069,-0.0072, 0.0068, 0.0121,-0.0046, 0.0122,-0.0232,
  -0.0024]]","[ 4.9576,-2.3243,-0.5608,-0.0227,-1.8758, 1.7854, 0.0126,-0.7504,-0.1783,
 -0.756 ]","[9.3094e-01,6.4043e-04,3.7355e-03,6.3980e-03,1.0029e-03,3.9018e-02,
 6.6278e-03,3.0903e-03,5.4756e-03,3.0731e-03]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-0.0691, 0.0006, 0.0037, 0.0064, 0.001 , 0.039 , 0.0066, 0.0031, 0.0055,
  0.0031]","[[ 0.003 ,-0.007 , 0.0018, 0.0025,-0.0026,-0.0063, 0.0007,-0.0044, 0.0104,
   0.0018]]"
21,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-2.6752e-02,-4.1617e-03,-6.9779e-03,..., 4.4012e-03, 1.6594e-02,
  -4.7318e-03],
 [-2.1215e-02, 5.5190e-03,-1.8956e-02,..., 3.4792e-03, 8.1274e-03,
  -4.8024e-03],
 [ 3.6448e-03, 9.1964e-03, 1.4595e-03,...,-3.1228e-03, 4.5136e-03,
   4.1335e-03],
 ...,
 [ 7.4873e-03, 2.2169e-02,-6.6963e-03,..., 2.3117e-05,-1.4861e-02,
   5.3568e-03],
 [ 8.8319e-03, 8.5389e-03,-9.0421e-03,..., 1.0176e-02,-9.9289e-03,
  -1.3669e-02],
 [-8.6326e-03,-3.5971e-03,-8.1868e-03,..., 2.0601e-02,-2.1182e-02,
   4.0963e-03]]","[[-0.0165, 0.0301,-0.007 ,-0.0074, 0.007 , 0.0127,-0.0047, 0.0127,-0.0243,
  -0.0026]]","[ 5.0515,-2.3795,-0.5702,-0.0171,-1.926 , 1.827 , 0.0075,-0.7566,-0.1835,
 -0.7656]","[9.3548e-01,5.5436e-04,3.3850e-03,5.8853e-03,8.7246e-04,3.7211e-02,
 6.0322e-03,2.8094e-03,4.9832e-03,2.7842e-03]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-0.0645, 0.0006, 0.0034, 0.0059, 0.0009, 0.0372, 0.006 , 0.0028, 0.005 ,
  0.0028]","[[ 0.0029,-0.0068, 0.0017, 0.0025,-0.0025,-0.0063, 0.0007,-0.0043, 0.0103,
   0.0018]]"
22,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-2.6752e-02,-4.1617e-03,-6.9779e-03,..., 4.4012e-03, 1.6594e-02,
  -4.7318e-03],
 [-2.1215e-02, 5.5190e-03,-1.8956e-02,..., 3.4792e-03, 8.1274e-03,
  -4.8024e-03],
 [ 3.6448e-03, 9.1964e-03, 1.4595e-03,...,-3.1228e-03, 4.5136e-03,
   4.1335e-03],
 ...,
 [ 7.4873e-03, 2.2169e-02,-6.6963e-03,..., 2.3117e-05,-1.4861e-02,
   5.3568e-03],
 [ 8.8319e-03, 8.5389e-03,-9.0421e-03,..., 1.0176e-02,-9.9289e-03,
  -1.3669e-02],
 [-8.6326e-03,-3.5971e-03,-8.1868e-03,..., 2.0601e-02,-2.1182e-02,
   4.0963e-03]]","[[-0.0168, 0.0308,-0.0072,-0.0077, 0.0072, 0.0134,-0.0047, 0.0131,-0.0253,
  -0.0028]]","[ 5.1413e+00,-2.4328e+00,-5.7893e-01,-1.1548e-02,-1.9747e+00, 1.8664e+00,
  2.7969e-03,-7.6228e-01,-1.8818e-01,-7.7461e-01]","[9.3954e-01,4.8256e-04,3.0809e-03,5.4335e-03,7.6297e-04,3.5537e-02,
 5.5120e-03,2.5647e-03,4.5538e-03,2.5333e-03]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-0.0605, 0.0005, 0.0031, 0.0054, 0.0008, 0.0355, 0.0055, 0.0026, 0.0046,
  0.0025]","[[ 0.0029,-0.0065, 0.0017, 0.0024,-0.0025,-0.0063, 0.0007,-0.0042, 0.0102,
   0.0018]]"
23,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-2.6752e-02,-4.1617e-03,-6.9779e-03,..., 4.4012e-03, 1.6594e-02,
  -4.7318e-03],
 [-2.1215e-02, 5.5190e-03,-1.8956e-02,..., 3.4792e-03, 8.1274e-03,
  -4.8024e-03],
 [ 3.6448e-03, 9.1964e-03, 1.4595e-03,...,-3.1228e-03, 4.5136e-03,
   4.1335e-03],
 ...,
 [ 7.4873e-03, 2.2169e-02,-6.6963e-03,..., 2.3117e-05,-1.4861e-02,
   5.3568e-03],
 [ 8.8319e-03, 8.5389e-03,-9.0421e-03,..., 1.0176e-02,-9.9289e-03,
  -1.3669e-02],
 [-8.6326e-03,-3.5971e-03,-8.1868e-03,..., 2.0601e-02,-2.1182e-02,
   4.0963e-03]]","[[-0.0171, 0.0314,-0.0074,-0.0079, 0.0075, 0.014 ,-0.0048, 0.0135,-0.0263,
  -0.003 ]]","[ 5.2272e+00,-2.4842e+00,-5.8697e-01,-5.9732e-03,-2.0219e+00, 1.9038e+00,
 -1.6269e-03,-7.6746e-01,-1.9238e-01,-7.8300e-01]","[9.4318e-01,4.2226e-04,2.8154e-03,5.0335e-03,6.7048e-04,3.3983e-02,
 5.0554e-03,2.3505e-03,4.1775e-03,2.3142e-03]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-0.0568, 0.0004, 0.0028, 0.005 , 0.0007, 0.034 , 0.0051, 0.0024, 0.0042,
  0.0023]","[[ 0.0028,-0.0063, 0.0016, 0.0024,-0.0024,-0.0063, 0.0006,-0.0042, 0.0101,
   0.0018]]"
24,"[0.,0.,0.,...,0.,0.,0.]",0,"[[-2.6752e-02,-4.1617e-03,-6.9779e-03,..., 4.4012e-03, 1.6594e-02,
  -4.7318e-03],
 [-2.1215e-02, 5.5190e-03,-1.8956e-02,..., 3.4792e-03, 8.1274e-03,
  -4.8024e-03],
 [ 3.6448e-03, 9.1964e-03, 1.4595e-03,...,-3.1228e-03, 4.5136e-03,
   4.1335e-03],
 ...,
 [ 7.4873e-03, 2.2169e-02,-6.6963e-03,..., 2.3117e-05,-1.4861e-02,
   5.3568e-03],
 [ 8.8319e-03, 8.5389e-03,-9.0421e-03,..., 1.0176e-02,-9.9289e-03,
  -1.3669e-02],
 [-8.6326e-03,-3.5971e-03,-8.1868e-03,..., 2.0601e-02,-2.1182e-02,
   4.0963e-03]]","[[-0.0173, 0.032 ,-0.0075,-0.0081, 0.0077, 0.0146,-0.0048, 0.0139,-0.0273,
  -0.0032]]","[ 5.3095e+00,-2.5340e+00,-5.9439e-01,-4.1073e-04,-2.0676e+00, 1.9392e+00,
 -5.7589e-03,-7.7218e-01,-1.9612e-01,-7.9086e-01]","[9.4646e-01,3.7129e-04,2.5826e-03,4.6775e-03,5.9188e-04,3.2539e-02,
 4.6526e-03,2.1619e-03,3.8461e-03,2.1219e-03]","[[0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 ...,
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.],
 [0.,0.,0.,...,0.,0.,0.]]","[-0.0535, 0.0004, 0.0026, 0.0047, 0.0006, 0.0325, 0.0047, 0.0022, 0.0038,
  0.0021]","[[ 0.0027,-0.0061, 0.0015, 0.0023,-0.0023,-0.0062, 0.0006,-0.0041, 0.0099,
   0.0018]]"
